sarga,shloka#,Shloka
3,13,तदितरायतनात्तु यदाऽगमं कृतनतिः खलु तत्र हरिः सखा ।<BR> अहमिहापि महेन्द्रदिगालयं प्रणतवानुत यावदधीश्वरम्॥ १३ ॥
3,14,अपि ततोऽहमुपेत्य सहामुना भगवतेऽत्र सते प्रणतिं व्यधाम् ।<BR> इति निगद्य विभाति शिशुः स्म विस्मितसभाजनचीर्णसभाजनः ॥ १४॥
3,15,विरहितस्वजनं चरणप्रियं विविधभूतभयङ्करवर्त्मनि ।<BR> अयि कृपालय पालय बालकं लघुशुभस्य ममेत्यनमद् द्विजः॥१५॥
3,16,तमुपगृह्य सुतं सुतपोनिधिर्गृहमसौ गृहिणीसहितो ययौ ।<BR> उदयतीति हि बालदिवाकरे स्मितमभूत्सुजनाननवारिजम्॥१६॥
3,17,वरविमानगिरावपि चण्डिका शिशुमहो जननी तमलालयत् ।<BR> अपरथा परितुष्टमनाः कथं चिरमिहैष वसेद्विसहायकः॥ १७ ॥
3,18,सकलशब्दमयी च सरस्वती सततमानमति स्वयमेव यम् ।<BR> द्विजवरोऽथ कदाचन मातृकाः किल सुतं परिचाययति स्म तम्॥१८॥
3,19,लिपिकुलं ननु तात गते दिने लिखितमेव पुनर्लिखितं कुतः ।<BR> इति निजप्रतिभागुणभावितं हरिपदस्य वचस्तमनन्दयत्॥ १९ ॥
3,20,शिशुरसौ प्रतिभाम्बुधिरित्यलं जनमनोवचनग्रहपीडना ।<BR> न भवतादिति तं विजनस्थले स्वतनयं समशिक्षयदेषकः॥ २० ॥
3,21,महवता स्वजनेन समीरितस्वजननीसहितेन कदाचन ।<BR> रुचिरवाचनयाऽर्चितवाक्श्रिया प्रतियये प्रभुणा घृतवल्यपि॥ २१ ॥
3,22,परिषदा नितरां परिवारितः शिवपदः किल धौतपटोद्भवः ।<BR> इह कथां कथयन् ददृशे ततः पृथुधिया पृथुकाकृतिनाऽमुना॥ २२॥
